baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
leptidea_sinapisG00000003000	44.5308765025475	-0.431815037383227	0.481245585677421	-0.897286230221491	0.369566202211167	0.757660035656083
leptidea_sinapisG00000003001	11.3249182386445	-0.0607897104517769	0.373612654683267	-0.162707846454805	0.870748468745361	0.966959810470126
leptidea_sinapisG00000003002	139.088856662692	0.44836082498571	0.257583139264555	1.74064508362566	0.0817458098971976	0.454464716080426
leptidea_sinapisG00000003003	41.4063152491013	0.49737369339113	1.02225489685108	0.486545669698649	0.626580333416572	0.886266679700105
leptidea_sinapisG00000003004	26.7311137779109	0.347210151323166	0.34640423680019	1.00232651462471	0.316185920710797	0.722297467091747
leptidea_sinapisG00000003005	14.8872632344549	1.10928022865571	0.706932828427573	1.56914516351302	0.116614118248166	0.515463353250586
leptidea_sinapisG00000003006	55.2955762164247	0.255169256623722	0.238404310702293	1.0703214881981	0.284474625374659	0.693957974434106
leptidea_sinapisG00000003007	185.656478995819	-0.641277863181213	0.537884324918092	-1.19222262756749	0.233173963272032	0.645314019780328
leptidea_sinapisG00000008438	26.7846899393393	-0.804549461966981	0.486045101456492	-1.65529795394718	0.0978640737782177	0.485327738624418
leptidea_sinapisG00000015428	31.8406418672649	0.349339321789074	0.256089938512614	1.36412747731542	0.172527448190092	0.584411979384994
leptidea_sinapisG00000003009	277.594512169222	0.899638446280876	0.737970683240509	1.21907071203759	0.222817354966386	0.634038639883643
leptidea_sinapisG00000006942	94.0065574088885	-0.439623022190416	0.327894262127963	-1.3407463105251	0.180002833137087	0.59126731055172
leptidea_sinapisG00000001481	25.2831357297	0.012152486097228	0.347446743819333	0.0349765433506181	0.972098445120694	0.992352866662481
leptidea_sinapisG00000007433	334.882914580245	-0.0794081283436382	0.36457795169923	-0.217808367109233	0.827578425063301	0.954544563546759
leptidea_sinapisG00000011132	13.1315136641331	0.250060573577424	1.27786174103438	0.195686720673716	0.844855378830181	0.960556713740861
