baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
leptidea_sinapisG00000003000	40.7225984865703	0.271440386144238	0.442082336761411	0.614004142605526	0.539212589734614	0.994040991280171
leptidea_sinapisG00000003001	10.4058883304401	0.0298345864250306	0.357503703503301	0.0834525240792509	0.933491725946977	0.997292775469568
leptidea_sinapisG00000003002	86.8809662689779	0.0256874423305527	0.301450439020264	0.0852128210993447	0.932092197892899	0.997292775469568
leptidea_sinapisG00000003003	7.1620344429075	0.8430423259132	0.661341322641733	1.27474618181374	0.202399095095131	0.926264010761429
leptidea_sinapisG00000003004	25.2002276624988	0.186192856648799	0.382510138544989	0.486765807978446	0.626424303519751	0.994040991280171
leptidea_sinapisG00000003005	10.9107797900458	1.2561215048621	0.854414651890076	1.4701544526225	0.141519927382496	0.880537446757795
leptidea_sinapisG00000003006	46.6024069444479	0.230473545328804	0.248388616245478	0.927874831031029	0.353472501536759	0.972823602094429
leptidea_sinapisG00000003007	65.9955843420609	-0.303893567708404	0.290184439963324	-1.04724280787355	0.294987606339234	0.961628688552587
leptidea_sinapisG00000003008	5.13315006789449	-0.302543905771359	0.458295377531255	-0.66015046322549	0.509157277731463	0.993146050730992
leptidea_sinapisG00000008438	27.162066422991	-0.528928526048142	0.47519549465339	-1.11307563308012	0.265675947822825	0.945355568548256
leptidea_sinapisG00000015428	30.1752201025084	0.0110056653712029	0.277026390170049	0.0397278590117254	0.968310090925255	0.997683413333688
leptidea_sinapisG00000003009	76.6975228645568	0.137153001545033	0.356321332000703	0.384913810169419	0.700301273726304	0.994040991280171
leptidea_sinapisG00000006942	128.303297402937	0.0803456608824707	0.341304997312316	0.235407220858678	0.813892682104663	0.994040991280171
leptidea_sinapisG00000008520	6.5390743348211	-1.38960271746609	0.717023875806294	-1.9380145687666	0.0526214451408207	0.736622504578372
leptidea_sinapisG00000001481	32.1808762126524	-0.0918654242952416	0.237017044833692	-0.387589948898826	0.698319508216047	0.994040991280171
leptidea_sinapisG00000007433	125.664741103759	0.432537011226709	0.379588216160532	1.13949009166234	0.254498798630217	0.940872054787742
leptidea_sinapisG00000011641	2.40374533343287	-0.552313801878354	0.6416701921673	-0.860744052973481	0.389379024585037	0.979108010458942
leptidea_sinapisG00000011643	2.05297207235656	0.190057750673367	0.662693652622422	0.286795791571667	0.774268685485141	0.994040991280171
leptidea_sinapisG00000011132	3.90896536444813	0.622758339687933	0.766279830843291	0.812703551132995	0.416388044728761	0.984215442863517
leptidea_sinapisG00000011131	18.2556590619793	0.554482552265274	0.34772315031266	1.59460925097079	0.110799642599253	0.823119763126297
leptidea_sinapisG00000011130	8.74712502853528	0.23143658074242	0.381936333551622	0.605955915715831	0.544544027437453	0.994040991280171
leptidea_sinapisG00000011648	38.2105894851515	0.26648098077843	0.235913264779276	1.12957184085326	0.258656682017594	0.941479938027854
leptidea_sinapisG00000011139	4.3322572219468	1.38001622055475	0.776846665848479	1.77643321548852	0.0756615404652427	0.773941844749009
leptidea_sinapisG00000011138	22.5639451654287	0.503949088596434	0.248063842716576	2.03152979925502	0.0422012798160013	0.713549043668992
leptidea_sinapisG00000001486	2.14660463980275	0.351717550312782	0.734529431455666	0.478833842798865	0.632056838602869	0.994040991280171
leptidea_sinapisG00000013490	25.4580766267162	-0.209046378632514	0.291497086888426	-0.71714740227414	0.473283149678596	0.989252697066116
leptidea_sinapisG00000001745	43.3223963273398	-0.0872523923729311	0.405902467919649	-0.214959009291373	0.829799277308554	0.9947736667274
leptidea_sinapisG00000006722	2.4720238284247	0.274438185027122	0.68530061177825	0.400463942845458	0.688814835903091	0.994040991280171
leptidea_sinapisG00000001747	805.671672826916	-3.36380093050621	1.00406478936605	-3.35018314169752	0.00080758145873176	0.0770495223792519
leptidea_sinapisG00000001746	12.4882889280868	-0.756923791589591	0.41768209056364	-1.81220073517675	0.0699551855252629	0.767073247912238
leptidea_sinapisG00000001741	32.5642535106011	0.41876249310259	0.26903272462169	1.5565485339802	0.11957771108546	0.843794504519192
leptidea_sinapisG00000001740	4.43020618218637	0.0240349703331481	0.469405162881397	0.0512030378737459	0.959163731148875	0.997683413333688
leptidea_sinapisG00000001743	55.8803092883069	0.260764085159247	0.47346322175904	0.550758904124464	0.581798959231903	0.994040991280171
leptidea_sinapisG00000000299	109.6766817021	-0.00758952548672298	0.596776230613649	-0.0127175398371997	0.989853144831563	0.998131320848558
leptidea_sinapisG00000013494	14.97504069954	0.213995936973902	0.31866050023255	0.671548362027087	0.501871261423444	0.993146050730992
leptidea_sinapisG00000000928	7.94308639948081	-0.645886191578602	0.516587670428097	-1.25029347108373	0.211192362546162	0.92739599424998
leptidea_sinapisG00000000929	6.05819650151695	-0.00822329196467799	0.503266619224417	-0.0163398319112658	0.98696328050699	0.997683413333688
leptidea_sinapisG00000000290	2.16050426752717	-0.372458583731214	0.649550244498992	-0.573409966181288	0.566367143911301	0.994040991280171
leptidea_sinapisG00000000924	16.0688733051563	-0.110092940746779	0.322624305136862	-0.341241930610515	0.73292145954699	0.994040991280171
leptidea_sinapisG00000000295	28.3958361567736	0.279257736346018	0.399454933878175	0.699096976058847	0.484491428201844	0.991816003758179
leptidea_sinapisG00000000296	58.8944298196396	-0.0282278920936114	0.582141886544787	-0.0484897114364226	0.961325963882167	0.997683413333688
leptidea_sinapisG00000000297	3.03514927247299	-0.0135784765929732	0.550531988409883	-0.0246642826917147	0.980322744690987	0.997683413333688
leptidea_sinapisG00000010942	99.4221416158421	-0.429676957364777	0.334591461470261	-1.28418386852041	0.19907762815736	0.926264010761429
