baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
leptidea_sinapisG00000003000	55.1057645002238	0.224969666000575	0.451061171932141	0.498756443692344	0.61795097562082	0.999724383935269
leptidea_sinapisG00000003001	11.7826866947279	-0.23693739196158	0.532763949972201	-0.444732403485527	0.656513149366862	0.999724383935269
leptidea_sinapisG00000003002	170.616335898589	0.165983555731815	0.259112724162436	0.640584349025487	0.521792770802076	0.999724383935269
leptidea_sinapisG00000003003	92.7578337067189	-1.29634987017973	1.14360559053996	-1.13356377487421	NA	NA
leptidea_sinapisG00000003004	29.754398418929	-0.204812395640473	0.46008674918824	-0.445160387691749	0.656203851034721	0.999724383935269
leptidea_sinapisG00000003005	15.5422154437414	0.184682373925416	0.85560496658404	0.215850048957466	0.829104634335783	0.999724383935269
leptidea_sinapisG00000003006	63.6123570755629	0.209829049591081	0.324349172389912	0.646923338959032	0.517681559933344	0.999724383935269
leptidea_sinapisG00000003007	136.744222828386	0.592141396469393	0.598655501830734	0.989118774752056	0.322605032801109	0.999724383935269
leptidea_sinapisG00000003008	5.46129070763761	0.709260096472274	0.608001565215112	1.16654320819279	0.243394889639703	0.999724383935269
leptidea_sinapisG00000008438	29.2708332795004	0.533911857871093	0.44968907505764	1.18729114733921	0.235112798771649	0.999724383935269
leptidea_sinapisG00000013813	3.0231756242238	0.790554008129629	0.855883635815721	0.92366996522392	0.355658174242615	0.999724383935269
leptidea_sinapisG00000015428	53.0795636036193	-0.0585683768894747	0.384418779276118	-0.152355660146891	0.878906426814908	0.999724383935269
leptidea_sinapisG00000003009	35.0849930128519	0.494333260406221	0.74356415393474	0.66481588413097	0.506168261788258	0.999724383935269
leptidea_sinapisG00000001157	2.48484834641723	-0.402194256404369	0.80272132614162	-0.501038459184293	0.616344056439575	0.999724383935269
leptidea_sinapisG00000006942	146.744336603751	0.579581324643529	0.36983894243137	1.56711816455369	0.117087074111672	0.999724383935269
leptidea_sinapisG00000008520	9.73010347327257	-0.0611234094498949	0.725911313268992	-0.0842023100241244	0.932895581579449	0.999724383935269
leptidea_sinapisG00000001481	40.1534628535337	-0.0286820325529855	0.32417436772621	-0.0884771758919869	0.929497424184874	0.999724383935269
leptidea_sinapisG00000007433	444.08444943591	0.382047021784308	0.447446677647951	0.853838101542238	0.39319470000072	0.999724383935269
