gene_id,P5052_202_S48,P5052_203_S49,P5052_204_S34,P5052_205_S35,P5052_210_S51,P5052_211_S52,P5052_212_S36,P5052_213_S53,P5052_218_S55,P5052_219_S56,P5052_220_S57,P5052_221_S58,P5052_226_S59,P5052_227_S38,P5052_233_S60,P5052_234_S61,P5052_235_S62,P7553_325_S10
leptidea_sinapisG00000008802,152,105,637,139,80,74,16,235,73,20,158,126,140,542,180,215,150,177
leptidea_sinapisG00000013336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014251,5,0,0,0,0,4,0,0,0,3,23,17,5,30,3,3,9,7
leptidea_sinapisG00000001714,106,93,126,26,59,40,0,96,22,34,171,124,38,227,133,93,153,47
leptidea_sinapisG00000015441,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
leptidea_sinapisG00000008772,97,63,237,76,52,43,26,85,49,33,37,54,196,604,30,59,43,187
leptidea_sinapisG00000008771,306,317,55,17,203,301,15,67,80,142,663,418,271,897,193,107,214,234
leptidea_sinapisG00000008770,3,1,0,0,14,3,0,4,0,3,11,34,16,90,5,7,7,16
leptidea_sinapisG00000001619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
leptidea_sinapisG00000011871,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,5,0,0
leptidea_sinapisG00000001618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000008993,231,144,463,154,159,107,121,263,93,62,460,609,359,783,509,340,294,531
leptidea_sinapisG00000008992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000008991,83,41,1068,0,62,3,156,17,172,6,333,12,73,25,2732,1667,2636,91
leptidea_sinapisG00000008990,0,12,0,0,20,2,0,7,0,0,18,0,17,33,18,23,159,0
leptidea_sinapisG00000008997,206,148,311,79,118,73,40,224,42,47,505,412,150,1182,163,122,110,181
leptidea_sinapisG00000008996,0,0,0,0,3,0,0,4,0,0,6,4,2,17,3,7,5,3
leptidea_sinapisG00000008995,6,12,0,0,0,4,0,0,0,0,2,13,4,0,0,0,36,0
leptidea_sinapisG00000012278,29,8,4,0,11,11,0,5,2,9,28,33,10,24,14,11,14,19
leptidea_sinapisG00000008252,0,0,5804,0,2,12,0,0,0,78,3,216866,0,0,5,0,0,0
leptidea_sinapisG00000008999,125,67,12,10,68,26,0,18,25,28,48,166,211,411,28,13,21,177
leptidea_sinapisG00000008998,21,8,5,0,15,7,0,0,12,7,15,46,29,68,19,12,16,15
leptidea_sinapisG00000014820,1,0,0,0,0,0,0,3,0,2,3,3,0,0,0,6,0,0
leptidea_sinapisG00000012738,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,6,0
leptidea_sinapisG00000012739,44,34,481,0,47,0,49,0,34,0,169,6,6,0,1120,196,397,6
leptidea_sinapisG00000014821,6,0,0,0,0,4,0,0,0,0,0,0,2,17,0,0,0,8
leptidea_sinapisG00000012888,109,76,33,0,43,72,0,92,24,22,278,90,125,405,51,66,145,85
leptidea_sinapisG00000012889,0,0,2,0,0,0,0,0,0,0,3,2,0,0,2,2,11,0
leptidea_sinapisG00000012886,42,14,8,12,137,20,17,245,23,29,901,53,261,1093,1798,1664,263,147
leptidea_sinapisG00000012887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000012732,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0
leptidea_sinapisG00000012733,6,15,0,0,12,10,0,2,0,3,12,63,13,57,8,27,26,13
leptidea_sinapisG00000012734,769,799,166,10,937,252,2,78,314,286,611,139,40,110,37,21,67,39
leptidea_sinapisG00000012735,869,666,1677,380,1277,940,188,922,493,474,1454,4288,6936,19195,7651,8285,5252,10863
leptidea_sinapisG00000012880,88,71,33,16,62,22,2,23,9,17,86,144,186,273,41,62,49,229
leptidea_sinapisG00000012737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,197,906,0
leptidea_sinapisG00000013939,18,19,0,0,40,13,0,4,4,4,15,0,27,115,90,40,51,51
leptidea_sinapisG00000013938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
leptidea_sinapisG00000006263,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0
leptidea_sinapisG00000013288,916,626,140,57,1118,492,0,250,597,1082,422,645,3733,6013,4397,2743,2589,7513
leptidea_sinapisG00000009827,29,22,39,0,29,9,0,21,17,16,36,88,85,87,17,7,25,78
leptidea_sinapisG00000013931,1,0,2,0,0,3,0,3,0,0,4,33,8,39,2,10,11,1
leptidea_sinapisG00000013282,39,33,295,86,34,31,66,160,16,24,408,193,280,1037,157,320,117,186
leptidea_sinapisG00000013933,146,149,591,74,128,102,144,153,107,65,77,402,550,1462,450,175,211,619
leptidea_sinapisG00000013932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000013287,24539,18926,44029,6899,23307,30129,8935,19067,20490,14459,54881,60545,52473,122506,15782,14036,25838,104237
leptidea_sinapisG00000013286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000013285,0,0,0,0,0,0,0,0,0,0,3,0,25354,82024,3,0,0,9996
leptidea_sinapisG00000013284,0,7,0,8,0,3,0,0,0,4,0,18,13,9,4,7,2,10
leptidea_sinapisG00000005262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0
leptidea_sinapisG00000007325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000005260,70,67,66,33,54,20,0,34,17,23,41,75,114,198,26,25,34,79
leptidea_sinapisG00000005261,3,3,24,0,12,0,8,0,4,0,8,2,0,0,67,27,71,0
leptidea_sinapisG00000005266,149,94,32,2,105,24,0,28,58,15,62,220,242,328,12,32,51,210
leptidea_sinapisG00000005267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,442,3113,0
leptidea_sinapisG00000005264,126,92,872,246,130,160,208,346,66,49,330,180,377,1435,390,553,1122,334
leptidea_sinapisG00000015550,0,3,4,0,5,5,0,5,0,0,2,75,3,0,35,97,24,15
leptidea_sinapisG00000009020,14,7,11,0,5,5,0,4,0,5,23,85,23,57,6,13,31,25
leptidea_sinapisG00000009021,49,50,4,0,85,18,0,13,3,15,45,60,24,34,32,65,139,15
leptidea_sinapisG00000005268,386,242,280,105,215,151,24,177,66,86,294,689,298,1403,64,60,60,263
leptidea_sinapisG00000005269,0,0,0,0,0,4,0,0,2,0,6,3,0,0,8,0,0,0
leptidea_sinapisG00000009024,8,8,1,0,6,1,0,2,5,0,8,21,24,52,17,23,11,11
leptidea_sinapisG00000009025,446,389,126,14,968,390,16,132,219,278,744,773,895,2090,757,1507,1234,731
leptidea_sinapisG00000009026,28,50,12,0,40,30,0,6,13,33,49,46,56,300,82,64,52,73
leptidea_sinapisG00000009027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000005121,268,194,214,42,283,126,20,97,71,99,174,316,308,831,191,169,171,246
leptidea_sinapisG00000006054,61,41,0,0,112,53,0,0,9,16,0,1,0,0,0,0,0,0
leptidea_sinapisG00000015552,34,24,16,0,34,28,0,13,4,15,64,68,29,84,33,23,10,17
leptidea_sinapisG00000015555,231,207,281,45,344,133,47,127,89,115,328,855,548,1537,400,339,395,582
leptidea_sinapisG00000015554,38,44,3,0,46,34,0,0,10,22,27,84,32,86,12,15,13,9
leptidea_sinapisG00000012086,2870,2527,1188,301,3532,1825,102,1141,2073,1987,2835,3549,2440,12350,2220,1834,1384,2202
leptidea_sinapisG00000012087,0,0,0,0,4,1,0,0,0,0,0,55,0,0,0,0,0,0
leptidea_sinapisG00000012084,59,41,0,0,27,17,0,19,2,17,89,73,34,86,53,57,30,23
leptidea_sinapisG00000012085,3,0,0,0,2,0,0,0,0,0,13,0,0,0,23,0,0,0
leptidea_sinapisG00000012082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000007323,19,10,13,0,12,13,0,8,13,10,34,32,38,155,16,24,51,25
leptidea_sinapisG00000012080,101,101,72,12,75,37,0,25,48,26,97,249,136,609,64,20,42,88
leptidea_sinapisG00000012081,21,3,5,0,2,0,0,3,19,0,14,0,0,0,44,11,20,0
leptidea_sinapisG00000012276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000652,111,129,75,0,188,47,0,42,33,44,112,295,237,468,131,127,65,200
leptidea_sinapisG00000012089,18,18,0,0,7,34,0,6,14,8,18,30,12,14,12,6,15,17
leptidea_sinapisG00000004306,272,223,1199,290,220,244,262,593,110,105,668,1048,1018,3389,1410,1030,788,1976
leptidea_sinapisG00000004307,265,189,56,8,274,326,7,156,148,132,2335,1213,653,2934,303,1208,660,287
leptidea_sinapisG00000004304,94,59,5,12,66,33,0,7,20,26,57,96,118,98,37,17,55,58
leptidea_sinapisG00000004305,0,0,0,0,0,0,0,0,0,0,0,2,108,196,0,8,0,154
leptidea_sinapisG00000004302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,161,653,0
leptidea_sinapisG00000004303,37,11,35,0,4,3,0,4,14,5,47,82,44,63,24,40,89,24
leptidea_sinapisG00000002222,0,8,0,0,15,1,0,8,0,0,15,16,10,0,4,5,10,16
leptidea_sinapisG00000006601,4,0,0,0,5,6,0,0,0,0,7,8,1,0,7,8,5,0
leptidea_sinapisG00000004300,0,4,661,0,9,1,0,55,0,2,159,890,191,2216,408,1506,170,178
leptidea_sinapisG00000006600,221,154,81,22,47,87,0,62,46,55,138,208,32,243,60,89,46,30
leptidea_sinapisG00000004301,70,70,109,7,54,39,0,50,38,34,45,112,185,388,77,79,56,234
leptidea_sinapisG00000013201,2,0,10,0,14,6,0,7,0,2,1,25,5,35,24,39,25,7
leptidea_sinapisG00000006602,0,0,103,0,0,0,0,0,0,0,0,0,0,0,624,125,413,0
leptidea_sinapisG00000006605,83,71,150,0,73,52,0,87,24,26,76,140,183,708,118,145,243,188
leptidea_sinapisG00000015526,7,0,0,0,1,4,0,0,0,3,0,3,0,39,0,0,0,0
leptidea_sinapisG00000013206,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0
leptidea_sinapisG00000003318,71,77,33,0,48,22,0,38,15,18,31,114,54,82,63,50,79,41
leptidea_sinapisG00000003319,9,14,18,0,5,22,0,5,4,5,20,31,14,10,6,13,10,15
leptidea_sinapisG00000006791,0,1,0,0,2,0,0,2,0,0,0,5,2,0,0,0,5,0
leptidea_sinapisG00000006790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006797,29,27,22,0,30,13,0,11,15,16,25,54,31,56,24,11,19,23
leptidea_sinapisG00000006796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000003221,12,6,0,0,30,24,0,17,4,4,28,44,22,19,10,20,3,6
leptidea_sinapisG00000006794,5,6,18,0,0,5,0,4,0,0,14,22,14,60,6,5,20,8
leptidea_sinapisG00000003310,0,1,0,6,2,2,0,0,0,0,0,5,2,0,0,0,0,0
leptidea_sinapisG00000003311,153,101,95,0,135,22,16,25,42,30,77,169,205,234,55,41,82,195
leptidea_sinapisG00000006799,0,9,130,0,5,4,0,9,18,3,30,33,41,72,45,0,53,18
leptidea_sinapisG00000003313,180,208,246,24910,24007,5371,277933,241766,1593,985,685376,5647,41435,784738,137247,357576,6496,12685
leptidea_sinapisG00000003314,529,346,681,138,137,182,0,178,98,89,391,673,246,735,313,531,332,225
leptidea_sinapisG00000003315,19,13,0,0,60,119,0,0,82,95,0,0,0,0,0,0,0,0
leptidea_sinapisG00000003316,18,3,272,0,5,0,13,0,13,0,104,0,0,0,366,193,400,0
leptidea_sinapisG00000003317,7,9,0,0,4,12,0,6,0,3,12,23,12,35,7,9,10,6
leptidea_sinapisG00000013052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000013429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
leptidea_sinapisG00000013428,0,0,0,0,0,0,0,1388,1,2,579,0,0,0,1,0,0,0
leptidea_sinapisG00000013427,0,0,11,14,0,0,0,7,0,0,0,0,8,58,0,18,6,0
leptidea_sinapisG00000013426,916,477,9,0,0,210,0,0,74,207,12,0,4,0,0,0,4,0
leptidea_sinapisG00000013425,0,3,0,0,2,0,0,0,0,0,2,0,0,2,0,1,2,0
leptidea_sinapisG00000013424,346,271,4388,814,291,248,162,2248,231,156,635,483,672,5073,314,1558,456,501
leptidea_sinapisG00000013423,7,0,23,0,2,0,0,0,9,0,17,0,0,0,177,74,174,0
leptidea_sinapisG00000013422,9,10,0,0,0,0,0,0,0,0,12,0,0,15,0,9,0,9
leptidea_sinapisG00000013421,5,0,60,0,12,15,0,0,3,5,12,22,51,142,8,22,15,163
leptidea_sinapisG00000013420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3855,2185,10563,0
leptidea_sinapisG00000014817,159,81,182,43,92,33,10,62,74,39,95,287,162,903,91,69,108,235
leptidea_sinapisG00000014816,59,96,0,0,235,23,0,0,128,138,6,6,2619,4176,579,632,2361,1454
leptidea_sinapisG00000014815,4,0,0,0,9,0,0,0,0,0,10,6,4,47,32,20,21,37
leptidea_sinapisG00000014814,42,30,13,0,39,34,0,16,11,14,94,158,41,52,53,55,36,19
leptidea_sinapisG00000014813,0,0,0,0,0,0,0,1,0,0,5,0,0,8,0,0,0,0
leptidea_sinapisG00000014812,10,6,4,0,0,0,3,1,0,0,10,0,0,0,27,7,29,0
leptidea_sinapisG00000002409,0,4,0,0,0,0,0,0,0,0,21,3,11,29,7,16,13,24
leptidea_sinapisG00000014810,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0
leptidea_sinapisG00000002407,49,35,26,0,30,21,0,10,3,6,56,117,35,107,32,63,63,30
leptidea_sinapisG00000002406,12,9,18,0,7,14,0,0,3,4,26,52,23,75,0,0,18,11
leptidea_sinapisG00000002953,2,0,0,0,4,0,0,176,3,4,71,18655,0,0,7,0,0,0
leptidea_sinapisG00000002404,70,62,54,12,57,28,17,44,27,14,126,164,137,285,91,60,140,85
leptidea_sinapisG00000002955,0,2,0,0,2,0,0,0,0,0,0,55,9,0,3,0,0,0
leptidea_sinapisG00000002402,0,2,27,0,0,0,0,0,2,0,0,26,20,0,0,13,25,33
leptidea_sinapisG00000002401,44,35,74,0,86,55,0,34,27,15,29,140,120,42,66,34,77,71
leptidea_sinapisG00000014818,5,0,0,0,0,0,0,0,0,0,3,0,0,0,12,7,3,0
leptidea_sinapisG00000004339,251,438,42,32,1001,1132,34,116,824,860,329,217,133,753,1032,279,152,531
leptidea_sinapisG00000004338,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
leptidea_sinapisG00000005120,8,7,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,8
leptidea_sinapisG00000004333,17,7,0,1,8,3,0,3,0,0,0,9,7,4,3,0,0,7
leptidea_sinapisG00000004332,70,55,22,0,50,51,3,22,20,26,55,133,19,77,18,13,11,30
leptidea_sinapisG00000004331,849,644,3128,465,874,635,135,1183,397,289,1232,1538,1839,5355,1430,3150,1442,1558
leptidea_sinapisG00000004330,37,7,225,0,52,0,4,0,30,0,181,0,0,0,1176,138,514,0
leptidea_sinapisG00000004337,25,53,14,0,38,88,0,4,15,45,68,84,20,46,32,12,35,5
leptidea_sinapisG00000004336,0,0,26,0,6,0,0,0,4,0,0,4,0,0,15,3,9,0
leptidea_sinapisG00000004335,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
leptidea_sinapisG00000004334,304,357,237,21,329,349,14,403,181,290,1688,629,356,668,497,403,316,458
leptidea_sinapisG00000002511,1809,1796,4665,1472,2253,2907,524,2968,1071,2327,2964,4052,2818,12917,2733,1975,1602,4526
leptidea_sinapisG00000009093,0,0,0,0,7,4,0,0,0,0,0,0,0,30,6,8,10,0
leptidea_sinapisG00000002046,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0
leptidea_sinapisG00000002045,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,3,0
leptidea_sinapisG00000006249,238,134,132,3,193,48,57,88,107,87,91,205,354,425,82,52,136,261
leptidea_sinapisG00000006248,1235,914,3465,152,799,508,122,424,333,271,799,4934,2756,4910,851,1870,4251,2494
leptidea_sinapisG00000002044,2,2,24,2,2,2,0,7,0,0,9,145,13,0,18,20,25,8
leptidea_sinapisG00000006241,266,203,425,0,311,111,0,210,105,91,277,556,574,1654,268,184,411,595
leptidea_sinapisG00000006240,60,43,95,0,94,44,7,31,25,36,79,132,216,181,139,107,244,186
leptidea_sinapisG00000006243,380,2772,0,0,6838,3784,0,8,10157,3870,23,22,1008,1956,971,429,2978,522
leptidea_sinapisG00000006242,0,0,0,0,6,0,0,0,0,2,6,16,0,0,10,0,5,14
leptidea_sinapisG00000006245,4,0,6,0,4,0,0,0,0,0,0,0,68,101,1217,335,1589,104
leptidea_sinapisG00000006244,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0
leptidea_sinapisG00000006247,1950,2006,1318,464,2173,2775,644,2958,2608,2026,3273,284,870,4190,1180,1264,1011,1213
leptidea_sinapisG00000006246,1618,1170,8999,1891,1112,1803,2290,7339,1138,904,10793,6706,9267,24342,7681,7701,7282,11494
leptidea_sinapisG00000002517,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
leptidea_sinapisG00000002516,8,8,22,0,4,10,0,6,0,0,7,21,5,0,0,7,2,0
leptidea_sinapisG00000000499,65,43,11,25,16,19,0,57,3,0,88,25,84,358,17,6,5,119
leptidea_sinapisG00000005029,2,6,39,0,1,5,0,5,0,0,29,13,36,0,55,54,43,101
leptidea_sinapisG00000004143,75,32,103,0,1105,204,6,41,292,119,548,87,799,1626,973,256,1715,691
leptidea_sinapisG00000006289,63,60,34,5,48,36,5,35,9,22,67,112,241,343,57,25,37,228
leptidea_sinapisG00000002283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000009076,2,0,0,0,4,14,0,0,6,0,8,16,6,0,5,0,8,4
leptidea_sinapisG00000012628,216,132,205,45,205,44,0,78,74,47,196,199,170,637,162,135,114,156
leptidea_sinapisG00000008372,10,12,0,0,4,0,0,0,6,0,0,0,129,413,277,50,478,79
leptidea_sinapisG00000012629,40,21,5,3,23,11,0,10,7,0,34,43,9,0,12,5,10,16
leptidea_sinapisG00000000144,39,94,0,0,132,318,0,0,9,30,20,25,0,0,0,0,6,0
leptidea_sinapisG00000000145,0,2,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0
leptidea_sinapisG00000000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000147,2,6,0,0,3,3,0,0,5,2,7,7,12,113,6,9,35,5
leptidea_sinapisG00000000140,51,29,24,0,40,4,0,5,14,0,36,55,84,36,9,8,12,38
leptidea_sinapisG00000000141,11418,6546,5,0,9865,6542,0,0,9605,10612,6,0,0,8,2,0,0,5
leptidea_sinapisG00000000142,47,22,50,0,55,6,28,21,0,0,57,85,373,794,190,139,197,333
leptidea_sinapisG00000000143,7,0,8,0,5,0,0,2,5,0,11,15,28,0,7,0,20,10
leptidea_sinapisG00000011437,29,24,0,5,12,22,0,22,7,0,56,117,43,97,35,25,30,52
leptidea_sinapisG00000000148,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0
leptidea_sinapisG00000000149,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0
leptidea_sinapisG00000003938,3,2,0,0,4,3,0,6,1,0,6,32,9,32,10,5,0,18
leptidea_sinapisG00000014072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001811,7,3,0,0,3,2,0,0,5,6,0,0,0,0,0,7,0,3
leptidea_sinapisG00000001810,195,145,169,23,247,150,0,53,86,61,63,246,104,441,77,101,109,117
leptidea_sinapisG00000001813,430,505,227,83,1568,881,39,109,331,559,261,630,581,1985,160,112,180,795
leptidea_sinapisG00000001812,21655,11909,0,0,16119,22012,12,36,28144,37083,72,0,1,0,0,34,24,0
leptidea_sinapisG00000001815,88,105,0,0,417,208,0,0,336,326,3,0,0,0,0,0,0,0
leptidea_sinapisG00000001814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001817,0,0,19,0,1,0,0,0,0,0,0,0,2,0,29,0,15,0
leptidea_sinapisG00000001816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001819,0,2,4,0,0,7,0,0,0,0,3,82,9,81,6,10,10,9
leptidea_sinapisG00000001818,46022,38001,7246,1370,88992,25417,136,6573,21264,11645,7819,28669,10788,48195,26486,25909,16420,17854
leptidea_sinapisG00000007110,8,8,0,0,0,4,0,0,2,4,45,0,2,26,4,0,0,5
leptidea_sinapisG00000007111,8,0,11,0,3,2,0,0,8,5,2,2,2374,3631,1719,4467,2067,2290
leptidea_sinapisG00000007116,39,36,0,6,31,4,0,13,6,16,32,91,135,262,11,14,6,94
leptidea_sinapisG00000007117,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
leptidea_sinapisG00000007114,7,5,0,0,3,6,0,0,3,0,5,8,5,0,0,0,0,4
leptidea_sinapisG00000007115,3,0,2,0,3,2,0,1,2,0,2,2,0,29,2,0,7,13
leptidea_sinapisG00000000593,6,0,0,0,5,0,0,0,2,0,9,12,12,0,22,11,19,0
leptidea_sinapisG00000000492,0,0,0,0,0,0,0,0,0,0,0,85,0,0,44,46,60,0
leptidea_sinapisG00000000361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000490,35,31,61,0,29,16,0,23,16,3,62,46,47,274,72,64,86,41
leptidea_sinapisG00000000363,0,4,0,0,2,2,0,0,2,4,0,6,5,0,5,0,3,0
leptidea_sinapisG00000000496,13,8,15,7,9,12,11,6,6,0,8,22,15,9,6,5,7,23
leptidea_sinapisG00000000497,128,80,36,7,97,61,0,87,18,26,161,380,51,519,155,196,142,190
leptidea_sinapisG00000000494,12,10,6,0,19,11,0,0,6,0,62,21,28,87,27,12,19,41
leptidea_sinapisG00000000495,7,4,95,0,2,1,10,0,2,0,13,6,26,2,146,68,284,17
leptidea_sinapisG00000000368,3,0,9,0,0,0,0,6,0,0,0,14,12,78,12,16,8,20
leptidea_sinapisG00000003944,3,3,0,0,0,0,0,5,0,0,6,6,2,0,2,7,0,3
leptidea_sinapisG00000011265,517,428,276,0,986,134,14,72,280,176,96,1180,556,978,1596,639,1792,393
leptidea_sinapisG00000003946,24,76,17,0,81,119,0,4,15,42,0,14,0,23,11,8,0,0
leptidea_sinapisG00000003941,0,0,6,0,0,0,0,0,0,0,5,0,0,0,717,104,810,2
leptidea_sinapisG00000011262,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000003943,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
leptidea_sinapisG00000003942,748,558,240,72,733,329,0,194,186,175,717,1154,755,1808,178,163,418,801
leptidea_sinapisG00000000592,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000010116,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000010117,0,0,0,0,0,0,0,0,0,7,0,2707,0,0,0,0,2,0
leptidea_sinapisG00000002287,7,7,0,0,31,25,0,8,19,17,20,0,0,0,0,0,0,0
leptidea_sinapisG00000010442,46,36,39,0,24,16,0,15,8,18,74,41,40,96,18,44,11,51
leptidea_sinapisG00000010246,3,1,4,0,7,3,0,0,0,0,0,3,1,2,1,2,7,1
leptidea_sinapisG00000010247,48,44,38,14,32,24,0,13,14,4,81,108,36,150,62,52,36,20
leptidea_sinapisG00000010244,1658,1139,6836,1682,738,1358,1153,4233,822,788,5174,3900,7289,22826,4409,4496,4215,11795
leptidea_sinapisG00000010245,263,191,123,16,143,96,0,108,92,71,164,247,343,274,161,123,389,308
leptidea_sinapisG00000010242,56,48,131,23,63,16,17,45,26,24,109,87,155,329,328,111,240,147
leptidea_sinapisG00000010243,81,61,23,0,31,50,0,29,31,14,40,45,31,0,39,32,37,33
leptidea_sinapisG00000010240,21,20,75,10,15,14,0,30,6,21,207,2346,208,897,400,652,811,206
leptidea_sinapisG00000010241,3,1,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0
leptidea_sinapisG00000004144,8,0,641,4,0,3,0,6,2,0,4,15,10,27,3661,289,1214,2
leptidea_sinapisG00000001929,0,0,0,0,3,0,0,0,0,0,23,55,12,0,27,19,4,6
leptidea_sinapisG00000006288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
leptidea_sinapisG00000009354,67,58,49,0,47,23,0,21,28,27,50,88,97,304,42,47,62,74
leptidea_sinapisG00000010248,111,37,2,0,696,449,0,39,461,415,116,287,64,306,64,134,13,55
leptidea_sinapisG00000010113,77,45,107,8,43,24,2,13,26,19,92,134,50,148,34,37,30,162
leptidea_sinapisG00000009355,325,238,100,5,454,116,0,134,125,227,174,238,360,1153,80,91,157,327
leptidea_sinapisG00000012298,193,155,117,25,197,95,7,50,66,76,120,602,299,1004,121,101,100,202
leptidea_sinapisG00000010110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002286,5,6,0,0,2,0,0,0,0,0,5,26,45,152,2,0,0,60
leptidea_sinapisG00000010447,42,36,146,34,40,29,19,171,12,8,455,76,9,122,51,36,16,23
leptidea_sinapisG00000009421,113,71,36,0,84,8,14,17,21,22,76,98,236,390,33,59,60,97
leptidea_sinapisG00000001420,4,3,61,1726,1827,91,204912,140574,235,33,317744,6674,1292,15940,9337,4051,141,298
leptidea_sinapisG00000009350,83,64,21,16,97,54,0,34,13,19,74,360,31,107,113,39,40,62
leptidea_sinapisG00000001613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000009351,9,11,8,0,11,2,0,11,3,4,14,36,52,59,21,20,30,48
leptidea_sinapisG00000001421,107,76,45,25,61,30,23,59,37,22,77,114,332,633,53,46,31,439
leptidea_sinapisG00000012555,90,66,0,0,96,13,0,32,15,27,116,147,90,253,75,35,0,85
leptidea_sinapisG00000011073,11,7,0,0,9,6,0,2,0,5,18,16,16,60,6,3,24,0
leptidea_sinapisG00000009877,0,0,0,0,3,0,0,0,0,0,4,0,1,0,2,13,39,0
leptidea_sinapisG00000015397,490,922,0,7,120,249,3,49,249,444,62,232,612,1760,118,68,76,276
leptidea_sinapisG00000015396,0,4,0,0,0,0,0,0,0,0,12,11,0,0,0,0,7,0
leptidea_sinapisG00000015395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000015394,5,2,0,0,0,0,0,0,3,0,13,33,3,0,0,0,0,0
leptidea_sinapisG00000015393,0,0,24,0,3,2,0,32,0,0,22,9,49,961,38,201,27,82
leptidea_sinapisG00000015392,191,114,100,14,147,62,12,80,35,57,194,380,144,603,142,98,52,183
leptidea_sinapisG00000015391,29,6,53,0,36,1,0,0,16,0,39,0,2,0,200,64,112,0
leptidea_sinapisG00000015390,54,52,17,0,75,15,4,5,20,15,36,62,99,189,60,23,23,90
leptidea_sinapisG00000001422,297,157,404,112,217,93,55,314,86,51,624,450,791,2132,423,233,488,722
