baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
leptidea_sinapisG00000003000	44.8283553347644	0.302774669292864	0.348167544684999	0.869623472707073	0.384506205880544	0.876694799870245
leptidea_sinapisG00000003002	88.6552196950869	0.183154960502521	0.212317492378745	0.862646588608901	0.388331806990475	0.878147219338043
leptidea_sinapisG00000003004	23.9329430612737	-0.00681263254618477	0.287042727800407	-0.0237338621967176	0.981064895480487	0.998145568109017
leptidea_sinapisG00000003006	42.7482935618429	0.223240689862722	0.187553485732702	1.19027747733188	0.233937350083959	0.802102920679053
leptidea_sinapisG00000003007	65.9150800114327	-0.331451117309733	0.261875886850674	-1.26568017122833	0.205627610199088	0.789113000021608
leptidea_sinapisG00000008438	28.9110426216678	-0.64691856833082	0.355138964003234	-1.82159276762695	0.068516799138675	0.646536188580956
leptidea_sinapisG00000015428	27.3894721018835	0.143592899841485	0.231890950134691	0.61922597564968	0.535767501984912	0.91465996525198
leptidea_sinapisG00000003009	76.0004543535606	0.0361147356472992	0.442902891140024	0.0815409796814388	0.935011736290337	0.989167372677334
leptidea_sinapisG00000006942	106.595435097529	0.264520902730826	0.323283517816467	0.818231948592562	0.413224755509496	0.886595432306088
leptidea_sinapisG00000001481	33.4253526135345	-0.131773693065071	0.191945605465206	-0.686515811319046	0.492387897235171	0.907429825775748
leptidea_sinapisG00000007433	121.858159540994	0.467579244594013	0.306109423260361	1.52749052810542	0.126639080752059	0.734889042291186
leptidea_sinapisG00000011131	15.2190023626583	0.33305917803766	0.321147583203035	1.03709071921333	0.299693580027893	0.837050959729417
leptidea_sinapisG00000011648	39.7804625772118	0.128517342130347	0.185114446542821	0.694258846516433	0.487519894373079	0.905276467054641
leptidea_sinapisG00000011138	24.4157184026893	0.190792271349331	0.198732046657038	0.960047836062348	0.337031140137697	0.848502061642568
leptidea_sinapisG00000013490	24.0382040875103	0.0999743291350066	0.240550512969951	0.41560638512334	0.677698053612979	0.948846034830248
leptidea_sinapisG00000001745	44.8689012112128	-0.105017581010128	0.297023850602768	-0.353566155704365	0.723664041851407	0.95806287723205
leptidea_sinapisG00000001747	541.935273983365	-2.86206567027344	0.896967354433844	-3.19082478991663	0.00141867285090856	0.143741934485386
leptidea_sinapisG00000001746	11.6309801730164	-0.588609323427813	0.309723339756473	-1.90043580148212	0.0573759523663209	0.631432882926797
leptidea_sinapisG00000001741	35.3332884414321	0.347019403820488	0.197715306276958	1.75514688445206	0.0792341865234227	0.659363278947755
leptidea_sinapisG00000001743	55.672918189106	0.370531116390002	0.344180143951772	1.07656157073931	0.28167618026244	0.826377855741397
leptidea_sinapisG00000000299	90.3746263353751	0.1483777018213	0.527202336008662	0.281443559117428	0.778370212348926	0.961562639816954
leptidea_sinapisG00000013494	16.6358692086826	-0.0468138402832973	0.241631404735146	-0.193740711537932	0.846378912559146	0.97317714756828
leptidea_sinapisG00000000928	10.1696019550268	-0.458605324297535	0.4292898897737	-1.06828820156769	0.28539052890142	0.827904066160718
leptidea_sinapisG00000000924	17.8159584107609	-0.0718053974767094	0.262903128119373	-0.273124926243197	0.784757186538212	0.961563661534926
leptidea_sinapisG00000000295	26.2542716504102	0.0960304204089338	0.295370254390668	0.325118792368037	0.745091166653265	0.958709515828947
leptidea_sinapisG00000000296	48.198723029184	0.191268529532627	0.467225599761305	0.409370825636143	0.682267546287259	0.948846034830248
leptidea_sinapisG00000010942	105.939701988888	-0.266407161206153	0.263468258957461	-1.01115467290186	0.31194240629769	0.839745054383836
leptidea_sinapisG00000008524	32.5324022845349	0.196800658742954	0.192581654933176	1.02190761010566	0.306824630282594	0.837116926850719
leptidea_sinapisG00000001485	46.1135404718763	-0.0466051346048055	0.279842906329503	-0.166540346568335	0.867731734511525	0.975691499662484
leptidea_sinapisG00000010512	28.6236541768032	-0.43720027032225	0.373589439084049	-1.17026935074546	0.241892591885757	0.806925802711621
leptidea_sinapisG00000010510	80.2820983422963	0.190074229184636	0.199660974543801	0.951984881466851	0.341104649339315	0.853132484879862
leptidea_sinapisG00000010516	16.2296910954678	0.17281078853324	0.281915083241743	0.612988799840321	0.53988374546338	0.915773230832986
leptidea_sinapisG00000010517	83.6283918982523	0.229266256561429	0.214270858087786	1.06998337808261	0.284626790633717	0.827146425087563
leptidea_sinapisG00000010514	46.1858512945444	0.0605056947208795	0.315163356288716	0.191982010324358	0.847756296990033	0.973758031987429
leptidea_sinapisG00000010515	56.1913038394234	0.231791535779066	0.205725060330575	1.12670539703138	0.259867059819623	0.814095161281079
leptidea_sinapisG00000010518	48.3539470022224	-0.637299243231372	0.913358899278969	-0.697753362598726	0.485331449818727	0.904442580069988
leptidea_sinapisG00000001528	11.99114518236	-0.403837517726289	0.336414920612526	-1.20041500237565	0.229978205226	0.802102920679053
leptidea_sinapisG00000001525	32.3358911683993	-0.169639307828407	0.262073853421277	-0.647295812282791	0.517440511311447	0.909301650831303
leptidea_sinapisG00000001526	192.955526033113	-0.242071260613063	0.140318897660505	-1.72515081467318	0.0845002969618325	0.669728439260582
leptidea_sinapisG00000014462	140.958717132104	0.846999958350265	0.7163324187568	1.18241187495079	0.237042313633239	0.802452922645175
leptidea_sinapisG00000014466	7338.71745537245	0.920795646059813	0.68791137816908	1.33853818279699	0.180721062085499	0.778461038675194
leptidea_sinapisG00000014467	324.345441484397	-0.0127717115065369	0.252040334873316	-0.0506732841509531	0.959585865449843	0.995182737472944
leptidea_sinapisG00000014464	29.086466360223	-0.261977700903281	0.201083017755758	-1.30283354520514	0.192631595657482	0.782837379007447
